State,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
California,Gross output of nonprofit institutions (USD/Capita),1715,1757,1883,2064,2291,2541,2594,2641,2784,2964,3330,3563,3680,3821,4028,4355,4463,4589,4868,5165,5387,5654,5921
California,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1408,1443,1508,1606,1736,1883,1959,2056,2199,2280,2497,2638,2775,2901,3058,3274,3333,3425,3623,3799,3943,4150,4397
Colorado,Personal income (millions of dollars),111207,123101,133020,147924,154999,155404,158210,164106,175273,189475,201875,208738,198800,205372,223153,237141,249281,271307,284819,290669,312045,335195,352184
Colorado,Population (persons) 1/,4018293,4116639,4226018,4326921,4425687,4490406,4528732,4575013,4631888,4720423,4803868,4889730,4972195,5047349,5121108,5192647,5269035,5350101,5450623,5539215,5611885,5691287,5758736
Colorado,Per capita personal income (dollars) 2/,27675,29903,31477,34187,35023,34608,34935,35870,37841,40140,42024,42689,39982,40689,43575,45669,47311,50711,52254,52475,55604,58896,61157
Colorado,Personal consumption expenditures (USD/Capita),22265,23505,25121,27042,27846,28191,29163,30575,32035,33309,34575,34957,33875,34236,35182,35894,36708,38246,39603,41116,42844,44582,46362
Colorado,Goods (USD/Capita),7899,8274,8995,9607,9744,9632,9845,10340,10847,11159,11556,11390,10501,10591,10992,11257,11518,11979,12206,12540,13218,13714,14222
Colorado,Durable goods (USD/Capita),3009,3283,3586,3882,3907,3925,3908,4103,4224,4277,4378,4015,3582,3574,3606,3699,3881,4074,4270,4414,4677,4900,5084
Colorado,Motor vehicles and parts (USD/Capita),1057,1148,1273,1353,1427,1448,1399,1412,1373,1304,1365,1154,1033,1048,1050,1115,1183,1262,1357,1365,1439,1496,1475
Colorado,Furnishings and durable household equipment (USD/Capita),748,805,870,945,969,969,951,1024,1085,1108,1113,1042,896,884,900,918,965,1028,1099,1160,1193,1259,1310
Colorado,Recreational goods and vehicles (USD/Capita),815,916,997,1099,1053,1040,1065,1143,1211,1267,1280,1218,1082,1059,1059,1065,1123,1152,1155,1222,1360,1441,1563
Colorado,Other durable goods (USD/Capita),387,412,445,484,457,467,491,524,553,596,618,599,569,580,596,599,609,630,657,666,684,702,734
Colorado,Nondurable goods (USD/Capita),4889,4991,5408,5725,5837,5706,5937,6236,6623,6881,7177,7374,6919,7017,7386,7558,7637,7905,7936,8126,8541,8814,9138
Colorado,Food and beverages purchased for off-premises consumption (USD/Capita),1806,1853,2000,2059,2158,2125,2217,2321,2452,2474,2595,2701,2709,2693,2779,2881,2929,3081,3190,3295,3418,3477,3571
Colorado,Clothing and footwear (USD/Capita),925,962,1010,1030,1025,1001,1015,1036,1072,1100,1099,1067,999,1013,1058,1071,1084,1105,1129,1154,1143,1202,1264
Colorado,Gasoline and other energy goods (USD/Capita),588,512,563,705,688,614,692,790,920,1004,1081,1224,868,981,1175,1180,1173,1130,876,789,909,1038,990
Colorado,Other nondurable goods (USD/Capita),1569,1663,1833,1929,1965,1964,2011,2087,2178,2301,2400,2381,2341,2329,2372,2425,2450,2586,2739,2886,3069,3096,3310
Colorado,Services (USD/Capita),14365,15231,16126,17434,18101,18558,19318,20235,21188,22150,23019,23567,23373,23644,24190,24636,25190,26266,27397,28575,29625,30867,32139
Colorado,Household consumption expenditures (for services) (USD/Capita),14137,14961,15785,17020,17627,18053,18784,19692,20645,21524,22416,22867,22686,22932,23417,23777,24310,25343,26512,27658,28686,29869,31165
Colorado,Housing and utilities (USD/Capita),4712,4898,5068,5291,5618,5720,5933,6236,6634,6855,6945,7071,7072,6970,7042,7087,7182,7418,7757,8078,8462,8886,9386
Colorado,Health care (USD/Capita),2567,2687,2781,2997,3293,3599,3787,4052,4171,4300,4602,4780,4987,5067,5156,5237,5339,5654,5994,6463,6595,6705,6920
Colorado,Transportation services (USD/Capita),1129,1146,1178,1255,1193,1107,1105,1160,1196,1245,1294,1323,1223,1261,1334,1405,1458,1526,1586,1652,1727,1847,1918
Colorado,Recreation services (USD/Capita),930,1040,1147,1271,1266,1251,1315,1344,1407,1531,1641,1670,1693,1750,1734,1810,1887,1973,2045,2115,2153,2243,2330
Colorado,Food services and accommodations (USD/Capita),1673,1706,1774,1911,1946,1971,2016,2128,2221,2316,2443,2510,2410,2457,2596,2691,2829,2997,3199,3305,3486,3681,3821
Colorado,Financial services and insurance (USD/Capita),1465,1601,1753,1973,1874,1899,1982,2105,2231,2285,2375,2387,2185,2258,2366,2359,2430,2473,2533,2532,2662,2749,2818
Colorado,Other services (USD/Capita),1658,1879,2081,2319,2433,2503,2642,2663,2783,2989,3112,3123,3112,3167,3185,3184,3183,3300,3394,3510,3599,3755,3969
Colorado,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),228,270,340,413,474,505,533,542,542,625,602,700,686,712,773,859,879,922,884,917,938,997,974
Colorado,Gross output of nonprofit institutions (USD/Capita),1686,1829,1972,2130,2287,2446,2562,2711,2851,3008,3076,3226,3309,3417,3545,3704,3753,3902,4059,4302,4357,4482,4591
Colorado,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1457,1559,1631,1716,1812,1941,2028,2168,2308,2383,2474,2526,2622,2705,2772,2845,2874,2979,3174,3385,3418,3484,3616
Connecticut,Personal income (millions of dollars),117991,127327,134415,147054,155243,155347,157679,166262,175470,189750,204090,216865,213612,222226,228929,233337,228472,239001,245244,250178,256348,267346,275556
Connecticut,Population (persons) 1/,3349348,3365352,3386401,3411777,3432835,3458749,3484336,3496094,3506956,3517460,3527270,3545579,3561807,3579114,3588283,3594547,3594841,3594524,3587122,3578141,3573297,3571520,3565287
Connecticut,Per capita personal income (dollars) 2/,35228,37835,39693,43102,45223,44914,45254,47557,50035,53945,57861,61165,59973,62090,63799,64914,63556,66490,68368,69919,71740,74855,77289
Connecticut,Personal consumption expenditures (USD/Capita),25439,26942,28492,29901,30986,32020,33164,35216,37534,39571,41324,42060,40966,41652,42907,43824,44978,46664,47971,49443,51104,53158,54785
Connecticut,Goods (USD/Capita),8600,8886,9456,9863,10116,10418,10729,11477,12276,12751,13208,13072,12184,12468,12975,13163,13559,13997,14084,14240,14736,15125,15373
Connecticut,Durable goods (USD/Capita),2824,3062,3290,3430,3549,3741,3883,4135,4298,4337,4475,4180,3799,3860,3960,4053,4193,4306,4368,4455,4555,4757,4889
Connecticut,Motor vehicles and parts (USD/Capita),1094,1181,1286,1295,1365,1423,1471,1508,1488,1409,1437,1233,1152,1220,1274,1334,1381,1434,1485,1496,1528,1588,1573
Connecticut,Furnishings and durable household equipment (USD/Capita),653,703,741,834,881,946,982,1067,1116,1138,1153,1085,938,936,943,959,1014,1061,1077,1134,1174,1238,1295
Connecticut,Recreational goods and vehicles (USD/Capita),681,758,818,827,852,908,940,1027,1115,1160,1220,1213,1098,1065,1080,1083,1118,1115,1097,1110,1137,1208,1295
Connecticut,Other durable goods (USD/Capita),395,419,444,472,449,462,489,530,578,629,664,647,610,637,661,675,679,693,708,713,715,722,725
Connecticut,Nondurable goods (USD/Capita),5776,5823,6165,6433,6566,6677,6845,7342,7978,8413,8732,8891,8384,8608,9015,9110,9365,9691,9715,9784,10180,10368,10483
Connecticut,Food and beverages purchased for off-premises consumption (USD/Capita),1979,1996,2069,2117,2231,2297,2236,2384,2504,2627,2778,2836,2802,2851,2964,3036,3083,3198,3267,3287,3376,3375,3399
Connecticut,Clothing and footwear (USD/Capita),1138,1142,1160,1195,1150,1144,1150,1210,1288,1329,1313,1264,1170,1200,1207,1243,1240,1244,1250,1250,1242,1239,1243
Connecticut,Gasoline and other energy goods (USD/Capita),703,583,614,752,729,654,779,892,1062,1221,1259,1406,1039,1156,1365,1304,1328,1338,1053,897,1013,1132,1062
Connecticut,Other nondurable goods (USD/Capita),1955,2100,2321,2367,2455,2581,2678,2854,3123,3235,3379,3383,3372,3399,3478,3526,3712,3909,4143,4348,4548,4621,4779
Connecticut,Services (USD/Capita),16838,18056,19036,20038,20869,21601,22434,23738,25257,26820,28116,28987,28781,29183,29932,30661,31419,32666,33887,35202,36368,38032,39412
Connecticut,Household consumption expenditures (for services) (USD/Capita),16331,17390,18299,19222,19991,20605,21444,22705,24135,25512,26821,27542,27357,27793,28498,29081,29787,30982,32097,33229,34333,35823,37234
Connecticut,Housing and utilities (USD/Capita),5010,5255,5523,5788,6149,6327,6575,6879,7408,7840,8207,8432,8539,8482,8587,8679,8847,9219,9615,9989,10322,10752,11139
Connecticut,Health care (USD/Capita),3566,3736,3863,4000,4315,4627,4816,5099,5239,5487,5758,6060,6339,6504,6679,6860,7000,7245,7291,7594,7730,7892,8217
Connecticut,Transportation services (USD/Capita),1043,1062,1196,1240,1275,1253,1291,1335,1398,1446,1458,1438,1376,1413,1501,1516,1587,1642,1686,1698,1703,1752,1748
Connecticut,Recreation services (USD/Capita),785,949,1054,1121,1126,1165,1231,1346,1451,1572,1727,1691,1623,1616,1623,1647,1727,1786,1884,1983,2050,2135,2205
Connecticut,Food services and accommodations (USD/Capita),1188,1237,1332,1428,1432,1508,1592,1703,1799,1919,2023,2051,2017,2066,2135,2229,2290,2388,2525,2616,2663,2746,2795
Connecticut,Financial services and insurance (USD/Capita),2293,2387,2535,2782,2648,2566,2609,2828,3125,3363,3651,3780,3490,3654,3840,3956,4116,4253,4447,4468,4748,5141,5534
Connecticut,Other services (USD/Capita),2444,2761,2792,2861,3043,3156,3329,3512,3712,3883,3993,4088,3971,4055,4131,4191,4217,4447,4647,4877,5114,5401,5593
Connecticut,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),506,665,737,815,878,996,990,1032,1122,1308,1294,1444,1423,1390,1433,1579,1631,1683,1789,1973,2035,2209,2177
Connecticut,Gross output of nonprofit institutions (USD/Capita),2547,2765,2927,3106,3294,3613,3777,4056,4365,4717,4904,5185,5337,5457,5627,5903,6042,6260,6451,6893,7167,7443,7645
Connecticut,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),2040,2099,2189,2291,2416,2617,2787,3023,3243,3409,3610,3740,3913,4066,4194,4324,4410,4577,4661,4919,5131,5234,5468
Delaware,Personal income (millions of dollars),20342,22502,24170,26663,29402,30386,31094,32376,33303,35265,36340,35993,36284,36725,39825,40338,40949,42888,45196,46341,48604,51103,53055
Delaware,Population (persons) 1/,751487,763335,774990,786373,795699,806169,818003,830803,845150,859268,871749,883874,891730,899593,907381,915179,923576,932487,941252,948921,956823,965479,973764
Delaware,Per capita personal income (dollars) 2/,27069,29479,31188,33907,36952,37693,38013,38970,39405,41041,41687,40722,40690,40825,43891,44077,44338,45993,48017,48836,50798,52930,54485
Delaware,Personal consumption expenditures (USD/Capita),21591,22722,24141,25260,26368,27408,28644,30267,31970,33211,34537,35199,34485,35573,36855,37547,38424,39711,40870,41743,43035,44732,45827
Delaware,Goods (USD/Capita),8037,8381,9225,9567,9819,10286,10753,11343,11757,12034,12250,12008,11218,11596,12130,12271,12697,13016,13107,13193,13426,13904,14032
Delaware,Durable goods (USD/Capita),3296,3538,3889,3993,4094,4376,4579,4816,4916,4850,4891,4422,4084,4213,4382,4484,4550,4674,4809,4890,4930,5070,5114
Delaware,Motor vehicles and parts (USD/Capita),1407,1523,1678,1705,1760,1876,1893,1895,1816,1684,1683,1411,1375,1492,1587,1662,1719,1817,1907,1947,1985,2048,2025
Delaware,Furnishings and durable household equipment (USD/Capita),505,543,597,636,656,713,741,816,848,824,789,707,620,628,630,645,663,681,722,760,775,829,855
Delaware,Recreational goods and vehicles (USD/Capita),928,982,1075,1086,1121,1210,1337,1455,1577,1626,1666,1576,1389,1372,1391,1387,1380,1379,1373,1365,1350,1356,1393
Delaware,Other durable goods (USD/Capita),455,489,538,566,555,575,607,649,673,714,752,727,698,719,773,787,787,795,806,815,819,836,840
Delaware,Nondurable goods (USD/Capita),4741,4843,5335,5574,5725,5910,6173,6527,6841,7184,7358,7586,7134,7383,7748,7787,8147,8341,8298,8303,8495,8833,8918
Delaware,Food and beverages purchased for off-premises consumption (USD/Capita),2093,2127,2332,2367,2473,2560,2649,2754,2851,2976,3062,3128,3101,3131,3152,3161,3235,3309,3331,3298,3344,3457,3467
Delaware,Clothing and footwear (USD/Capita),956,997,1073,1089,1106,1117,1117,1137,1140,1112,1092,1051,996,1035,1109,1148,1144,1152,1152,1144,1142,1157,1152
Delaware,Gasoline and other energy goods (USD/Capita),496,425,475,586,550,529,640,765,935,1052,1143,1312,944,1076,1300,1280,1300,1262,1023,946,1073,1221,1169
Delaware,Other nondurable goods (USD/Capita),1194,1293,1454,1530,1594,1703,1766,1869,1912,2042,2059,2094,2090,2139,2185,2196,2467,2616,2790,2914,2936,2997,3127
Delaware,Services (USD/Capita),13554,14340,14916,15692,16548,17122,17891,18923,20213,21176,22287,23190,23266,23976,24724,25276,25726,26695,27763,28550,29609,30828,31794
Delaware,Household consumption expenditures (for services) (USD/Capita),13119,13797,14356,15082,15836,16359,17106,18099,19347,20240,21220,22033,22127,22855,23564,24067,24466,25416,26514,27266,28286,29474,30442
Delaware,Housing and utilities (USD/Capita),3926,4087,4280,4441,4705,4873,5006,5222,5536,5852,6100,6257,6329,6386,6528,6678,6802,7065,7396,7617,7828,8095,8334
Delaware,Health care (USD/Capita),3048,3182,3316,3467,3798,4135,4500,4865,5236,5405,5746,6121,6334,6696,6961,7098,7222,7578,7955,8199,8450,8712,9071
Delaware,Transportation services (USD/Capita),731,774,813,882,895,820,836,843,860,855,886,898,833,855,889,899,921,936,934,946,976,1010,1047
Delaware,Recreation services (USD/Capita),805,820,879,930,962,949,940,975,1044,1081,1112,1141,1147,1154,1164,1172,1190,1209,1239,1248,1282,1346,1381
Delaware,Food services and accommodations (USD/Capita),1442,1478,1543,1621,1638,1693,1766,1919,2016,2132,2213,2280,2248,2368,2408,2453,2478,2547,2697,2755,2749,2877,2994
Delaware,Financial services and insurance (USD/Capita),1267,1370,1449,1599,1543,1550,1597,1740,1889,1968,2047,2115,1991,2146,2312,2394,2479,2655,2810,2959,3315,3567,3599
Delaware,Other services (USD/Capita),1897,2083,2074,2139,2292,2336,2457,2533,2763,2943,3113,3217,3242,3246,3299,3370,3372,3422,3481,3538,3682,3864,4013
Delaware,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),435,543,560,609,712,762,784,824,866,935,1066,1156,1139,1121,1160,1209,1259,1279,1248,1283,1322,1353,1351
Delaware,Gross output of nonprofit institutions (USD/Capita),2159,2333,2361,2455,2709,2921,3041,3236,3408,3635,3813,3958,4060,4125,4241,4374,4500,4733,4741,4763,4756,4947,5141
Delaware,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1724,1789,1801,1846,1996,2158,2256,2412,2542,2699,2746,2801,2921,3004,3080,3165,3241,3453,3493,3480,3434,3593,3789
District of Columbia,Personal income (millions of dollars),20290,21533,22559,24794,25677,25869,26177,28501,30163,32001,34480,35462,35798,38481,41786,43426,44189,47259,50963,53375,55051,56995,58864
District of Columbia,Population (persons) 1/,567736,565230,570213,572046,574504,573158,568502,567754,567136,570681,574404,580236,592228,605226,619800,634924,650581,662328,675400,685815,694906,701547,705749
District of Columbia,Per capita personal income (dollars) 2/,35739,38097,39563,43344,44695,45136,46047,50201,53186,56075,60028,61117,60448,63582,67419,68397,67923,71354,75457,77828,79221,81243,83406
District of Columbia,Personal consumption expenditures (USD/Capita),31918,32454,33796,35743,37572,39251,41413,44090,46648,48456,51036,52527,51009,51627,52744,53352,54368,56054,57646,59308,60894,63705,65351
District of Columbia,Goods (USD/Capita),9094,8957,9272,9557,9827,10187,10951,11667,12208,12660,12943,12544,11441,11514,11858,12070,12604,12830,13043,13423,14060,14749,15332
District of Columbia,Durable goods (USD/Capita),2929,3053,3189,3269,3431,3730,3988,4218,4368,4453,4556,4191,3711,3702,3838,3898,4057,4177,4322,4506,4697,4956,5216
District of Columbia,Motor vehicles and parts (USD/Capita),1227,1213,1167,1227,1252,1371,1443,1471,1470,1400,1429,1205,1091,1177,1211,1286,1283,1304,1383,1376,1385,1417,1431
District of Columbia,Furnishings and durable household equipment (USD/Capita),550,604,687,733,725,738,800,909,1024,1109,1112,1079,903,857,915,928,1072,1134,1163,1243,1263,1324,1401
District of Columbia,Recreational goods and vehicles (USD/Capita),669,729,791,762,907,1036,1111,1170,1174,1199,1233,1136,1005,936,947,932,959,979,979,1059,1188,1295,1436
District of Columbia,Other durable goods (USD/Capita),482,506,542,546,546,584,633,668,697,743,780,769,711,730,763,751,742,758,796,827,859,918,947
District of Columbia,Nondurable goods (USD/Capita),6164,5903,6083,6287,6396,6456,6963,7448,7840,8207,8386,8353,7730,7812,8020,8171,8546,8652,8720,8916,9362,9793,10116
District of Columbia,Food and beverages purchased for off-premises consumption (USD/Capita),2128,2140,2177,2258,2394,2436,2610,2788,2841,2993,3060,3240,3294,3382,3443,3539,3580,3713,3827,3814,3924,3981,4057
District of Columbia,Clothing and footwear (USD/Capita),1326,1308,1335,1320,1243,1226,1315,1357,1462,1499,1564,1539,1385,1400,1454,1427,1451,1520,1605,1667,1699,1731,1792
District of Columbia,Gasoline and other energy goods (USD/Capita),1001,732,722,853,745,671,773,895,1088,1160,1155,1173,746,802,892,1009,1053,860,645,575,631,747,695
District of Columbia,Other nondurable goods (USD/Capita),1708,1721,1847,1855,2012,2121,2264,2406,2448,2553,2606,2399,2303,2226,2229,2195,2461,2557,2641,2858,3106,3332,3570
District of Columbia,Services (USD/Capita),22823,23497,24523,26186,27744,29064,30461,32423,34439,35796,38093,39982,39568,40113,40885,41282,41763,43224,44602,45884,46834,48955,50018
District of Columbia,Household consumption expenditures (for services) (USD/Capita),22383,22952,23851,25321,26632,27809,29245,31229,33346,34676,36977,38406,38406,39018,39876,39894,40651,41937,43547,44471,45735,47316,48706
District of Columbia,Housing and utilities (USD/Capita),4607,4800,4997,5286,5566,5736,5956,6254,6731,7018,7487,7841,7942,8032,8318,8485,8828,9447,10188,10684,11143,11498,11935
